,gamma,values,policy,time,steps
534,0.8,0.0,0,0.033499717712402344,1
535,0.8,0.0,0,0.033499717712402344,1
536,0.8,0.0,0,0.033499717712402344,1
537,0.8,0.0,0,0.033499717712402344,1
538,0.8,0.0,0,0.033499717712402344,1
539,0.8,0.0,0,0.033499717712402344,1
540,0.8,0.0,0,0.033499717712402344,1
541,0.8,0.0,0,0.033499717712402344,1
542,0.8,0.0,0,0.033499717712402344,1
543,0.8,0.0,0,0.033499717712402344,1
544,0.8,0.0,0,0.033499717712402344,1
545,0.8,0.0,0,0.033499717712402344,1
546,0.8,0.0,0,0.033499717712402344,1
547,0.8,0.0,0,0.033499717712402344,1
548,0.8,0.0,0,0.033499717712402344,1
549,0.8,0.0,0,0.033499717712402344,1
550,0.8,0.0,0,0.033499717712402344,1
551,0.8,0.0,0,0.033499717712402344,1
552,0.8,0.0,0,0.033499717712402344,1
553,0.8,0.0,0,0.033499717712402344,1
554,0.8,0.0,0,0.033499717712402344,1
555,0.8,0.0,0,0.033499717712402344,1
556,0.8,0.0,0,0.033499717712402344,1
557,0.8,0.0,0,0.033499717712402344,1
558,0.8,0.0,0,0.033499717712402344,1
559,0.8,0.0,0,0.033499717712402344,1
560,0.8,0.0,0,0.033499717712402344,1
561,0.8,0.0,0,0.033499717712402344,1
562,0.8,0.0,0,0.033499717712402344,1
563,0.8,0.0,0,0.033499717712402344,1
564,0.8,0.0,0,0.033499717712402344,1
565,0.8,0.0,0,0.033499717712402344,1
566,0.8,0.0,0,0.033499717712402344,1
567,0.8,0.0,0,0.033499717712402344,1
568,0.8,0.0,0,0.033499717712402344,1
569,0.8,0.0,0,0.033499717712402344,1
570,0.8,0.0,0,0.033499717712402344,1
571,0.8,0.0,0,0.033499717712402344,1
572,0.8,0.0,0,0.033499717712402344,1
573,0.8,0.0,0,0.033499717712402344,1
574,0.8,0.0,0,0.033499717712402344,1
575,0.8,0.0,0,0.033499717712402344,1
576,0.8,0.0,0,0.033499717712402344,1
577,0.8,0.0,0,0.033499717712402344,1
578,0.8,0.0,0,0.033499717712402344,1
579,0.8,0.0,0,0.033499717712402344,1
580,0.8,0.0,0,0.033499717712402344,1
581,0.8,0.0,0,0.033499717712402344,1
582,0.8,0.0,0,0.033499717712402344,1
583,0.8,0.0,0,0.033499717712402344,1
584,0.8,0.0,0,0.033499717712402344,1
585,0.8,0.0,0,0.033499717712402344,1
586,0.8,0.0,0,0.033499717712402344,1
587,0.8,0.0,0,0.033499717712402344,1
588,0.8,0.0,0,0.033499717712402344,1
589,0.8,0.0,0,0.033499717712402344,1
590,0.8,0.0,0,0.033499717712402344,1
591,0.8,0.0,0,0.033499717712402344,1
592,0.8,0.0,0,0.033499717712402344,1
593,0.8,0.0,0,0.033499717712402344,1
594,0.8,0.0,0,0.033499717712402344,1
595,0.8,0.0,0,0.033499717712402344,1
596,0.8,0.0,0,0.033499717712402344,1
597,0.8,0.0,0,0.033499717712402344,1
598,0.8,0.0,0,0.033499717712402344,1
599,0.8,0.0,0,0.033499717712402344,1
600,0.8,0.0,0,0.033499717712402344,1
601,0.8,0.0,0,0.033499717712402344,1
602,0.8,0.0,0,0.033499717712402344,1
603,0.8,0.0,0,0.033499717712402344,1
604,0.8,0.0,0,0.033499717712402344,1
605,0.8,0.0,0,0.033499717712402344,1
606,0.8,0.0,0,0.033499717712402344,1
607,0.8,0.0,0,0.033499717712402344,1
608,0.8,0.0,0,0.033499717712402344,1
609,0.8,0.0,0,0.033499717712402344,1
610,0.8,0.0,0,0.033499717712402344,1
611,0.8,0.0,0,0.033499717712402344,1
612,0.8,0.0,0,0.033499717712402344,1
613,0.8,0.0,0,0.033499717712402344,1
614,0.8,0.0,0,0.033499717712402344,1
615,0.8,0.0,0,0.033499717712402344,1
616,0.8,0.0,0,0.033499717712402344,1
617,0.8,0.0,0,0.033499717712402344,1
618,0.8,0.0,0,0.033499717712402344,1
619,0.8,0.0,0,0.033499717712402344,1
620,0.8,0.0,0,0.033499717712402344,1
621,0.8,0.0,0,0.033499717712402344,1
622,0.8,0.0,0,0.033499717712402344,1
623,0.8,0.0,0,0.033499717712402344,1
624,0.8,0.0,0,0.033499717712402344,1
625,0.8,0.0,0,0.033499717712402344,1
626,0.8,0.0,0,0.033499717712402344,1
627,0.8,0.0,0,0.033499717712402344,1
628,0.8,0.0,0,0.033499717712402344,1
629,0.8,0.0,0,0.033499717712402344,1
630,0.8,0.0,0,0.033499717712402344,1
631,0.8,0.0,0,0.033499717712402344,1
632,0.8,0.0,0,0.033499717712402344,1
633,0.8,0.0,0,0.033499717712402344,1
634,0.8,0.0,0,0.033499717712402344,1
635,0.8,0.0,0,0.033499717712402344,1
636,0.8,0.0,0,0.033499717712402344,1
637,0.8,0.0,0,0.033499717712402344,1
638,0.8,0.0,0,0.033499717712402344,1
639,0.8,0.0,0,0.033499717712402344,1
640,0.8,0.0,0,0.033499717712402344,1
641,0.8,0.0,0,0.033499717712402344,1
642,0.8,0.0,0,0.033499717712402344,1
643,0.8,0.0,0,0.033499717712402344,1
644,0.8,0.0,0,0.033499717712402344,1
645,0.8,0.0,0,0.033499717712402344,1
646,0.8,0.0,0,0.033499717712402344,1
647,0.8,0.0,0,0.033499717712402344,1
648,0.8,0.0,0,0.033499717712402344,1
649,0.8,0.0,0,0.033499717712402344,1
650,0.8,0.0,0,0.033499717712402344,1
651,0.8,0.0,0,0.033499717712402344,1
652,0.8,0.0,0,0.033499717712402344,1
653,0.8,0.0,0,0.033499717712402344,1
654,0.8,0.0,0,0.033499717712402344,1
655,0.8,0.0,0,0.033499717712402344,1
656,0.8,0.0,0,0.033499717712402344,1
657,0.8,0.0,0,0.033499717712402344,1
658,0.8,0.0,0,0.033499717712402344,1
659,0.8,0.0,0,0.033499717712402344,1
660,0.8,0.0,0,0.033499717712402344,1
661,0.8,0.0,0,0.033499717712402344,1
662,0.8,0.0,0,0.033499717712402344,1
663,0.8,0.0,0,0.033499717712402344,1
664,0.8,0.0,0,0.033499717712402344,1
665,0.8,0.0,0,0.033499717712402344,1
666,0.8,0.0,0,0.033499717712402344,1
667,0.8,0.0,0,0.033499717712402344,1
668,0.8,0.0,0,0.033499717712402344,1
669,0.8,0.0,0,0.033499717712402344,1
670,0.8,0.0,0,0.033499717712402344,1
671,0.8,0.0,0,0.033499717712402344,1
672,0.8,0.0,0,0.033499717712402344,1
673,0.8,0.0,0,0.033499717712402344,1
674,0.8,0.0,0,0.033499717712402344,1
675,0.8,0.0,0,0.033499717712402344,1
676,0.8,0.0,0,0.033499717712402344,1
677,0.8,0.0,0,0.033499717712402344,1
678,0.8,0.0,0,0.033499717712402344,1
679,0.8,0.0,0,0.033499717712402344,1
680,0.8,0.0,0,0.033499717712402344,1
681,0.8,0.0,0,0.033499717712402344,1
682,0.8,0.0,0,0.033499717712402344,1
683,0.8,0.0,0,0.033499717712402344,1
684,0.8,0.0,0,0.033499717712402344,1
685,0.8,0.0,0,0.033499717712402344,1
686,0.8,0.0,0,0.033499717712402344,1
687,0.8,0.0,0,0.033499717712402344,1
688,0.8,0.0,0,0.033499717712402344,1
689,0.8,0.0,0,0.033499717712402344,1
690,0.8,0.0,0,0.033499717712402344,1
691,0.8,0.0,0,0.033499717712402344,1
692,0.8,0.0,0,0.033499717712402344,1
693,0.8,0.0,0,0.033499717712402344,1
694,0.8,0.0,0,0.033499717712402344,1
695,0.8,0.0,0,0.033499717712402344,1
696,0.8,0.0,0,0.033499717712402344,1
697,0.8,0.0,0,0.033499717712402344,1
698,0.8,0.0,0,0.033499717712402344,1
699,0.8,0.0,0,0.033499717712402344,1
700,0.8,0.0,0,0.033499717712402344,1
701,0.8,0.0,0,0.033499717712402344,1
702,0.8,0.0,0,0.033499717712402344,1
703,0.8,0.0,0,0.033499717712402344,1
