,gamma,values,policy,time,steps
270,0.8,0.37043172923076945,1,0.033499717712402344,1
271,0.8,0.0,0,0.033499717712402344,1
272,0.8,0.3901782225944472,1,0.033499717712402344,1
273,0.8,0.0,0,0.033499717712402344,1
274,0.8,0.46717502863905336,1,0.033499717712402344,1
275,0.8,0.0,0,0.033499717712402344,1
276,0.8,0.5846110886481568,1,0.033499717712402344,1
277,0.8,0.0,0,0.033499717712402344,1
278,0.8,0.4776945822849343,1,0.033499717712402344,1
279,0.8,0.0,0,0.033499717712402344,1
280,0.8,0.2927661889956235,1,0.033499717712402344,1
281,0.8,0.0,0,0.033499717712402344,1
282,0.8,0.1320597774117154,1,0.033499717712402344,1
283,0.8,0.0,0,0.033499717712402344,1
284,0.8,0.0,0,0.033499717712402344,1
285,0.8,0.0,0,0.033499717712402344,1
286,0.8,0.15795278565316354,1,0.033499717712402344,1
287,0.8,0.0,0,0.033499717712402344,1
288,0.8,0.23901575377332737,1,0.033499717712402344,1
289,0.8,0.0,0,0.033499717712402344,1
290,0.8,0.2597612842967685,1,0.033499717712402344,1
291,0.8,0.0,0,0.033499717712402344,1
292,0.8,0.28137206343195287,1,0.033499717712402344,1
293,0.8,0.0,0,0.033499717712402344,1
294,0.8,0.30003321554847534,1,0.033499717712402344,1
295,0.8,0.0,0,0.033499717712402344,1
296,0.8,0.3727992047337279,1,0.033499717712402344,1
297,0.8,0.0,0,0.033499717712402344,1
298,0.8,0.4837794402548933,1,0.033499717712402344,1
299,0.8,0.0,0,0.033499717712402344,1
300,0.8,0.38274004544378726,1,0.033499717712402344,1
301,0.8,0.0,0,0.033499717712402344,1
302,0.8,0.20797577540282214,1,0.033499717712402344,1
303,0.8,0.0,0,0.033499717712402344,1
304,0.8,0.05610175213472933,1,0.033499717712402344,1
305,0.8,0.0,0,0.033499717712402344,1
306,0.8,0.0,0,0.033499717712402344,1
307,0.8,0.0,0,0.033499717712402344,1
308,0.8,0.08057050625398282,1,0.033499717712402344,1
309,0.8,0.0,0,0.033499717712402344,1
310,0.8,0.15718828402366875,1,0.033499717712402344,1
311,0.8,0.0,0,0.033499717712402344,1
312,0.8,0.17679505325443795,1,0.033499717712402344,1
313,0.8,0.0,0,0.033499717712402344,1
314,0.8,0.1972195692307694,1,0.033499717712402344,1
315,0.8,0.0,0,0.033499717712402344,1
316,0.8,0.21485636449704165,1,0.033499717712402344,1
317,0.8,0.0,0,0.033499717712402344,1
318,0.8,0.2836071384615386,1,0.033499717712402344,1
319,0.8,0.0,0,0.033499717712402344,1
320,0.8,0.38851428639053276,1,0.033499717712402344,1
321,0.8,0.0,0,0.033499717712402344,1
322,0.8,0.2930112236686393,1,0.033499717712402344,1
323,0.8,0.0,0,0.033499717712402344,1
324,0.8,0.1278442208830224,1,0.033499717712402344,1
325,0.8,0.0,0,0.033499717712402344,1
326,0.8,-0.01568208924897576,1,0.033499717712402344,1
327,0.8,0.0,0,0.033499717712402344,1
328,0.8,0.0,0,0.033499717712402344,1
329,0.8,0.0,0,0.033499717712402344,1
330,0.8,0.007462040236686442,1,0.033499717712402344,1
331,0.8,0.0,0,0.033499717712402344,1
332,0.8,0.0796963834319527,1,0.033499717712402344,1
333,0.8,0.0,0,0.033499717712402344,1
334,0.8,0.0982012544378699,1,0.033499717712402344,1
335,0.8,0.0,0,0.033499717712402344,1
336,0.8,0.11747803076923087,1,0.033499717712402344,1
337,0.8,0.0,0,0.033499717712402344,1
338,0.8,0.13412382958579894,1,0.033499717712402344,1
339,0.8,0.0,0,0.033499717712402344,1
340,0.8,0.199371076923077,1,0.033499717712402344,1
341,0.8,0.0,0,0.033499717712402344,1
342,0.8,0.2980587502958582,1,0.033499717712402344,1
343,0.8,0.0,0,0.033499717712402344,1
344,0.8,0.20809335384615402,1,0.033499717712402344,1
345,0.8,0.0,0,0.033499717712402344,1
346,0.8,0.0521377609467456,1,0.033499717712402344,1
347,0.8,0.0,0,0.033499717712402344,1
348,0.8,-0.08351257751479285,1,0.033499717712402344,1
349,0.8,0.0,0,0.033499717712402344,1
350,0.8,0.0,0,0.033499717712402344,1
351,0.8,0.0,0,0.033499717712402344,1
352,0.8,-0.06198742721893481,1,0.033499717712402344,1
353,0.8,0.0,0,0.033499717712402344,1
354,0.8,0.009243384615384704,1,0.033499717712402344,1
355,0.8,0.0,0,0.033499717712402344,1
356,0.8,0.027149230769230877,1,0.033499717712402344,1
357,0.8,0.0,0,0.033499717712402344,1
358,0.8,0.045800000000000146,1,0.033499717712402344,1
359,0.8,0.0,0,0.033499717712402344,1
360,0.8,0.061903692307692486,1,0.033499717712402344,1
361,0.8,0.0,0,0.033499717712402344,1
362,0.8,0.11883600000000014,1,0.033499717712402344,1
363,0.8,0.0,0,0.033499717712402344,1
364,0.8,0.21990246153846177,1,0.033499717712402344,1
365,0.8,0.0,0,0.033499717712402344,1
366,0.8,0.12991538461538482,1,0.033499717712402344,1
367,0.8,0.0,0,0.033499717712402344,1
368,0.8,-0.019770026035502868,1,0.033499717712402344,1
369,0.8,0.0,0,0.033499717712402344,1
370,0.8,-0.14775456568047324,1,0.033499717712402344,1
371,0.8,0.0,0,0.033499717712402344,1
372,0.8,0.0,0,0.033499717712402344,1
373,0.8,0.0,0,0.033499717712402344,1
374,0.8,-0.1214461538461538,1,0.033499717712402344,1
375,0.8,0.0,0,0.033499717712402344,1
376,0.8,-0.10513876923076922,1,0.033499717712402344,1
377,0.8,0.0,0,0.033499717712402344,1
378,0.8,-0.09540461538461531,1,0.033499717712402344,1
379,0.8,0.0,0,0.033499717712402344,1
380,0.8,-0.08523199999999993,1,0.033499717712402344,1
381,0.8,0.0,0,0.033499717712402344,1
382,0.8,-0.07642276923076913,1,0.033499717712402344,1
383,0.8,0.0,0,0.033499717712402344,1
384,0.8,0.05869500000000001,0,0.033499717712402344,1
385,0.8,0.0,0,0.033499717712402344,1
386,0.8,0.02003969230769243,1,0.033499717712402344,1
387,0.8,0.0,0,0.033499717712402344,1
388,0.8,0.02039200000000014,1,0.033499717712402344,1
389,0.8,0.0,0,0.033499717712402344,1
390,0.8,-0.08149846153846152,1,0.033499717712402344,1
391,0.8,0.0,0,0.033499717712402344,1
392,0.8,-0.20606769230769223,1,0.033499717712402344,1
393,0.8,0.0,0,0.033499717712402344,1
394,0.8,0.0,0,0.033499717712402344,1
395,0.8,0.0,0,0.033499717712402344,1
396,0.8,-0.28379569230769225,1,0.033499717712402344,1
397,0.8,0.0,0,0.033499717712402344,1
398,0.8,0.6087100000000002,0,0.033499717712402344,1
399,0.8,0.0,0,0.033499717712402344,1
400,0.8,0.7415,0,0.033499717712402344,1
401,0.8,0.0,0,0.033499717712402344,1
402,0.8,0.8792700000000002,0,0.033499717712402344,1
403,0.8,0.0,0,0.033499717712402344,1
404,0.8,0.9978050000000002,0,0.033499717712402344,1
405,0.8,0.0,0,0.033499717712402344,1
406,0.8,1.4172200000000001,0,0.033499717712402344,1
407,0.8,0.0,0,0.033499717712402344,1
408,0.8,1.9977700000000005,0,0.033499717712402344,1
409,0.8,0.0,0,0.033499717712402344,1
410,0.8,0.5297550000000001,0,0.033499717712402344,1
411,0.8,0.0,0,0.033499717712402344,1
412,0.8,-0.24691292307692309,1,0.033499717712402344,1
413,0.8,0.0,0,0.033499717712402344,1
414,0.8,-0.3024116923076922,1,0.033499717712402344,1
415,0.8,0.0,0,0.033499717712402344,1
416,0.8,0.0,0,0.033499717712402344,1
417,0.8,0.0,0,0.033499717712402344,1
418,0.8,1.3881800000000002,0,0.033499717712402344,1
419,0.8,0.0,0,0.033499717712402344,1
420,0.8,1.9315250000000004,0,0.033499717712402344,1
421,0.8,0.0,0,0.033499717712402344,1
422,0.8,2.021815,0,0.033499717712402344,1
423,0.8,0.0,0,0.033499717712402344,1
424,0.8,2.1158950000000005,0,0.033499717712402344,1
425,0.8,0.0,0,0.033499717712402344,1
426,0.8,2.1975600000000006,0,0.033499717712402344,1
427,0.8,0.0,0,0.033499717712402344,1
428,0.8,2.4798850000000003,0,0.033499717712402344,1
429,0.8,0.0,0,0.033499717712402344,1
430,0.8,3.0798800000000006,0,0.033499717712402344,1
431,0.8,0.0,0,0.033499717712402344,1
432,0.8,2.9692700000000007,0,0.033499717712402344,1
433,0.8,0.0,0,0.033499717712402344,1
434,0.8,1.4379850000000003,0,0.033499717712402344,1
435,0.8,0.0,0,0.033499717712402344,1
436,0.8,0.31559000000000004,0,0.033499717712402344,1
437,0.8,0.0,0,0.033499717712402344,1
438,0.8,0.0,0,0.033499717712402344,1
439,0.8,0.0,0,0.033499717712402344,1
440,0.8,3.2773500000000007,0,0.033499717712402344,1
441,0.8,0.0,0,0.033499717712402344,1
442,0.8,3.1999350000000004,0,0.033499717712402344,1
443,0.8,0.0,0,0.033499717712402344,1
444,0.8,3.2513600000000005,0,0.033499717712402344,1
445,0.8,0.0,0,0.033499717712402344,1
446,0.8,3.305250000000001,0,0.033499717712402344,1
447,0.8,0.0,0,0.033499717712402344,1
448,0.8,3.3518000000000003,0,0.033499717712402344,1
449,0.8,0.0,0,0.033499717712402344,1
450,0.8,3.5197950000000007,0,0.033499717712402344,1
451,0.8,0.0,0,0.033499717712402344,1
452,0.8,3.8661350000000008,0,0.033499717712402344,1
453,0.8,0.0,0,0.033499717712402344,1
454,0.8,3.9590750000000012,0,0.033499717712402344,1
455,0.8,0.0,0,0.033499717712402344,1
456,0.8,3.7917850000000004,0,0.033499717712402344,1
457,0.8,0.0,0,0.033499717712402344,1
458,0.8,2.7726900000000003,0,0.033499717712402344,1
459,0.8,0.0,0,0.033499717712402344,1
460,0.8,0.0,0,0.033499717712402344,1
461,0.8,0.0,0,0.033499717712402344,1
462,0.8,4.610970000000001,0,0.033499717712402344,1
463,0.8,0.0,0,0.033499717712402344,1
464,0.8,4.410035000000001,0,0.033499717712402344,1
465,0.8,0.0,0,0.033499717712402344,1
466,0.8,4.426500000000001,0,0.033499717712402344,1
467,0.8,0.0,0,0.033499717712402344,1
468,0.8,4.443835000000001,0,0.033499717712402344,1
469,0.8,0.0,0,0.033499717712402344,1
470,0.8,4.458770000000001,0,0.033499717712402344,1
471,0.8,0.0,0,0.033499717712402344,1
472,0.8,4.514185000000001,0,0.033499717712402344,1
473,0.8,0.0,0,0.033499717712402344,1
474,0.8,4.6296300000000015,0,0.033499717712402344,1
475,0.8,0.0,0,0.033499717712402344,1
476,0.8,4.653025000000001,0,0.033499717712402344,1
477,0.8,0.0,0,0.033499717712402344,1
478,0.8,4.695880000000001,0,0.033499717712402344,1
479,0.8,0.0,0,0.033499717712402344,1
480,0.8,4.813120000000001,0,0.033499717712402344,1
481,0.8,0.0,0,0.033499717712402344,1
482,0.8,0.0,0,0.033499717712402344,1
483,0.8,0.0,0,0.033499717712402344,1
484,0.8,0.0,0,0.033499717712402344,1
485,0.8,0.0,0,0.033499717712402344,1
486,0.8,0.0,0,0.033499717712402344,1
487,0.8,0.0,0,0.033499717712402344,1
488,0.8,0.0,0,0.033499717712402344,1
489,0.8,0.0,0,0.033499717712402344,1
490,0.8,0.0,0,0.033499717712402344,1
491,0.8,0.0,0,0.033499717712402344,1
492,0.8,0.0,0,0.033499717712402344,1
493,0.8,0.0,0,0.033499717712402344,1
494,0.8,0.0,0,0.033499717712402344,1
495,0.8,0.0,0,0.033499717712402344,1
496,0.8,0.0,0,0.033499717712402344,1
497,0.8,0.0,0,0.033499717712402344,1
498,0.8,0.0,0,0.033499717712402344,1
499,0.8,0.0,0,0.033499717712402344,1
500,0.8,0.0,0,0.033499717712402344,1
501,0.8,0.0,0,0.033499717712402344,1
502,0.8,0.0,0,0.033499717712402344,1
503,0.8,0.0,0,0.033499717712402344,1
504,0.8,0.0,0,0.033499717712402344,1
505,0.8,0.0,0,0.033499717712402344,1
506,0.8,0.0,0,0.033499717712402344,1
507,0.8,0.0,0,0.033499717712402344,1
508,0.8,0.0,0,0.033499717712402344,1
509,0.8,0.0,0,0.033499717712402344,1
510,0.8,0.0,0,0.033499717712402344,1
511,0.8,0.0,0,0.033499717712402344,1
512,0.8,0.0,0,0.033499717712402344,1
513,0.8,0.0,0,0.033499717712402344,1
514,0.8,0.0,0,0.033499717712402344,1
515,0.8,0.0,0,0.033499717712402344,1
516,0.8,0.0,0,0.033499717712402344,1
517,0.8,0.0,0,0.033499717712402344,1
518,0.8,0.0,0,0.033499717712402344,1
519,0.8,0.0,0,0.033499717712402344,1
520,0.8,0.0,0,0.033499717712402344,1
521,0.8,0.0,0,0.033499717712402344,1
522,0.8,0.0,0,0.033499717712402344,1
523,0.8,0.0,0,0.033499717712402344,1
524,0.8,0.0,0,0.033499717712402344,1
525,0.8,0.0,0,0.033499717712402344,1
526,0.8,0.0,0,0.033499717712402344,1
527,0.8,0.0,0,0.033499717712402344,1
528,0.8,0.0,0,0.033499717712402344,1
529,0.8,0.0,0,0.033499717712402344,1
530,0.8,0.0,0,0.033499717712402344,1
531,0.8,0.0,0,0.033499717712402344,1
532,0.8,0.0,0,0.033499717712402344,1
533,0.8,0.0,0,0.033499717712402344,1
