,alpha,gamma,epsilon,eps_decay,episode,steps,episode_time,time,reward
144,0.9,0.9,0.4858739637363176,0.995,145,14,0.0012289000000000327,0.2943782,16.0
145,0.9,0.9,0.483444593917636,0.995,146,9,0.0006825000000000303,0.2950613,16.0
146,0.9,0.9,0.4810273709480478,0.995,147,50,0.004137100000000005,0.299199,52.0
147,0.9,0.9,0.47862223409330756,0.995,148,16,0.0012312999999999907,0.3004308,30.0
148,0.9,0.9,0.47622912292284103,0.995,149,16,0.0015920999999999852,0.3020241,27.0
149,0.9,0.9,0.4738479773082268,0.995,150,21,0.001710199999999995,0.3037356,24.0
150,0.9,0.9,0.47147873742168567,0.995,151,16,0.0014814000000000216,0.3052176,27.0
151,0.9,0.9,0.46912134373457726,0.995,152,7,0.0005130000000000412,0.3057311,16.0
152,0.9,0.9,0.46677573701590436,0.995,153,11,0.0009113000000000038,0.306643,16.0
153,0.9,0.9,0.46444185833082485,0.995,154,8,0.0006032999999999733,0.307247,17.0
154,0.9,0.9,0.46211964903917074,0.995,155,13,0.001323099999999966,0.308571,24.0
155,0.9,0.9,0.4598090507939749,0.995,156,35,0.0032505999999999924,0.3118224,28.0
156,0.9,0.9,0.457510005540005,0.995,157,16,0.001502300000000012,0.3133255,32.0
157,0.9,0.9,0.45522245551230495,0.995,158,11,0.0009804999999999953,0.3143069,21.0
158,0.9,0.9,0.4529463432347434,0.995,159,11,0.0008685999999999972,0.3151761,20.0
159,0.9,0.9,0.4506816115185697,0.995,160,38,0.003430799999999956,0.3186079,33.0
160,0.9,0.9,0.4484282034609769,0.995,161,42,0.003824800000000017,0.3224334,85.0
161,0.9,0.9,0.446186062443672,0.995,162,11,0.000949100000000036,0.3233834,16.0
162,0.9,0.9,0.4439551321314536,0.995,163,9,0.0008528999999999898,0.3242373,17.0
163,0.9,0.9,0.4417353564707963,0.995,164,17,0.002210600000000007,0.3264492,18.0
164,0.9,0.9,0.43952667968844233,0.995,165,11,0.0017190999999999734,0.3281695,20.0
165,0.9,0.9,0.43732904629000013,0.995,166,35,0.004119399999999995,0.3322897,36.0
166,0.9,0.9,0.4351424010585501,0.995,167,10,0.0009788999999999493,0.3332692,19.0
167,0.9,0.9,0.43296668905325736,0.995,168,8,0.000744699999999987,0.3340147,16.0
168,0.9,0.9,0.43080185560799106,0.995,169,14,0.0012517999999999696,0.3352673,22.0
169,0.9,0.9,0.4286478463299511,0.995,170,18,0.0015611999999999848,0.3368292,32.0
170,0.9,0.9,0.42650460709830135,0.995,171,16,0.0016338000000000186,0.3384638,21.0
171,0.9,0.9,0.42437208406280985,0.995,172,25,0.0027117999999999864,0.3411765,49.0
172,0.9,0.9,0.4222502236424958,0.995,173,26,0.002420699999999998,0.3435979,21.0
173,0.9,0.9,0.42013897252428334,0.995,174,14,0.0010809999999999986,0.34468,26.0
174,0.9,0.9,0.4180382776616619,0.995,175,28,0.002585100000000007,0.3472666,41.0
175,0.9,0.9,0.4159480862733536,0.995,176,17,0.0014340999999999937,0.3487013,30.0
176,0.9,0.9,0.41386834584198684,0.995,177,37,0.003048099999999998,0.3517501,26.0
177,0.9,0.9,0.4117990041127769,0.995,178,10,0.0009385000000000088,0.3526893,17.0
178,0.9,0.9,0.40974000909221303,0.995,179,41,0.0041794,0.3568696,42.0
179,0.9,0.9,0.40769130904675194,0.995,180,16,0.002369499999999969,0.3592399,28.0
180,0.9,0.9,0.40565285250151817,0.995,181,45,0.00623779999999996,0.3654787,45.0
181,0.9,0.9,0.4036245882390106,0.995,182,36,0.004205799999999982,0.3696853,28.0
182,0.9,0.9,0.4016064652978155,0.995,183,26,0.0035791000000000017,0.3732653,41.0
183,0.9,0.9,0.3995984329713264,0.995,184,14,0.0015037000000000522,0.3747699,19.0
184,0.9,0.9,0.3976004408064698,0.995,185,42,0.004741900000000021,0.3795131,36.0
185,0.9,0.9,0.39561243860243744,0.995,186,14,0.00213770000000002,0.3816521,20.0
186,0.9,0.9,0.3936343764094253,0.995,187,59,0.01181939999999998,0.3934731,136.0
187,0.9,0.9,0.39166620452737816,0.995,188,28,0.00412290000000004,0.3976132,38.0
188,0.9,0.9,0.3897078735047413,0.995,189,13,0.0023143999999999942,0.399929,19.0
189,0.9,0.9,0.3877593341372176,0.995,190,11,0.0016409000000000007,0.4015715,21.0
190,0.9,0.9,0.3858205374665315,0.995,191,31,0.005308499999999994,0.4068815,73.0
