iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.142149748339,0.14205805125,0.142366659818,0.506269061335,0.505421686747,0.50734939759,0.624301635963,0.625114155251,0.626473006303,1.252662
10,0.175937278168,0.17557355104,0.175862321073,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,13.4615932
20,0.125588991258,0.125396099392,0.12630677166,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,25.647657
30,0.123234400385,0.122961707349,0.123134274984,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,38.2880911
40,0.123372635894,0.123227673608,0.123400276328,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,53.0994526
50,0.139095884136,0.138961134456,0.139071387499,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,66.0483935
60,0.108789085974,0.108276528467,0.108972038632,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,78.9997987
70,0.115435024198,0.115391672958,0.115151013465,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,91.3834024
80,0.109485716501,0.109241043053,0.109029565359,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,103.974634
90,0.109041387369,0.108858679025,0.108535610736,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,116.4747234
100,0.105159609478,0.104581579551,0.104776328214,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,129.5836131
110,0.108994511179,0.108385545784,0.108639997481,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,142.5943521
120,0.111982054835,0.111475657862,0.11228459593,0.565947513084,0.57078313253,0.562409638554,0.703131437989,0.705456800331,0.69958643507,154.2633204
130,0.10245911498,0.101888314381,0.102124043879,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,168.6407292
140,0.108670135454,0.108069750249,0.108578980928,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,185.9145647
150,0.103478653832,0.102907745107,0.103198052733,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,200.9842237
160,0.102966676357,0.102682899913,0.102452829767,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,215.6455557
170,0.10336606994,0.103047183736,0.103162337336,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,232.6208084
180,0.105209087202,0.10488253367,0.104915150039,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,249.7640311
190,0.102944277303,0.10248555479,0.102547901706,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,264.2299191
200,0.10480896821,0.104460409604,0.104239366795,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,278.4861293
210,0.101342963589,0.101173531493,0.100900911975,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,291.6817414
220,0.100871797159,0.10066920364,0.100278756689,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,305.7940115
230,0.100524507544,0.100229846404,0.10036389293,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,320.8950318
240,0.0992675040556,0.0990252772694,0.0990355774341,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,335.6625334
250,0.100631402862,0.100312200162,0.100409816329,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,350.0366313
260,0.0997419809469,0.0994070184896,0.0995448625774,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,364.7650157
270,0.100443787796,0.100148337563,0.100148865171,0.535487028879,0.535542168675,0.535542168675,0.697481670386,0.697528442526,0.697528442526,379.069122
280,0.0960804840481,0.0960237137169,0.0959272338931,0.603825445235,0.601807228916,0.605662650602,0.725761050876,0.724296141814,0.727045283963,393.4001836
290,0.0961037322364,0.0960035664673,0.0959873220162,0.611995933582,0.610090361446,0.611807228916,0.730623447915,0.729382251489,0.730737088417,408.8065741
300,0.0982325675107,0.0980852283892,0.0979288293813,0.640423208705,0.637198795181,0.641686746988,0.74253208239,0.740493374987,0.742733564014,424.7524032
310,0.0961457699138,0.0958515761023,0.0958865238798,0.62216197899,0.623192771084,0.622530120482,0.734221468867,0.734845273421,0.734108461343,440.0456364
320,0.0970534156546,0.0967787393027,0.0967915036866,0.614669227004,0.614457831325,0.61421686747,0.730995689202,0.730469572542,0.730244313395,455.1448777
330,0.0961349096842,0.0958643343843,0.0958165924986,0.618434429007,0.615210843373,0.620722891566,0.733203454086,0.731420161884,0.734614736132,469.9615213
