iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0807396792584,0.0829968541186,0.0797728176554,0.802289242818,0.793975903614,0.805060240964,0.810631468859,0.801739130435,0.812166241003,0.1354968
10,0.0365189533333,0.0366099840748,0.0348572963359,0.905606385783,0.907680722892,0.91156626506,0.909445548131,0.911198029842,0.914908416415,1.2094431
20,0.0308082336605,0.0308879814327,0.0294762244179,0.917843292293,0.918524096386,0.923614457831,0.92174723856,0.922191859629,0.927193385393,2.3186088
30,0.0279658360825,0.0281354170143,0.026909423514,0.92646560488,0.928313253012,0.930963855422,0.93023255814,0.931863727455,0.934506800777,3.4317852
40,0.0264491807616,0.0268910845591,0.0256394130985,0.931510975564,0.931174698795,0.934819277108,0.935356622481,0.934965134481,0.93836162698,4.4979214
50,0.0254188329321,0.0262015432121,0.0249766890776,0.934523137166,0.931475903614,0.936746987952,0.938146896674,0.935249750961,0.940143655227,5.5649413
60,0.0247732636915,0.0258238106483,0.0245017581086,0.934862005347,0.931024096386,0.936024096386,0.938289220233,0.934608794974,0.939307349411,6.6910689
70,0.0241898009988,0.0253619829194,0.0240254187633,0.936782258368,0.931174698795,0.937710843373,0.940217197792,0.934928093407,0.941042308131,7.7686803
80,0.023810551074,0.0250811604525,0.0237344950947,0.937196430589,0.931927710843,0.93843373494,0.940632118451,0.935722411832,0.941753106121,9.0774307
90,0.0234693163842,0.0247876084936,0.0234864909035,0.93843894725,0.933584337349,0.939397590361,0.941783870393,0.937277769876,0.942651921104,10.4083325
100,0.0232669855425,0.024680498693,0.0233472766165,0.93851425129,0.935090361446,0.939397590361,0.941867502047,0.938734896944,0.942664994871,11.6985766
110,0.0230878339639,0.0245061244188,0.0232049951716,0.93930494371,0.934789156627,0.940120481928,0.942714996446,0.938572847212,0.943464907292,12.9477928
120,0.0229651764367,0.0244238459815,0.0231505813326,0.93934259573,0.935692771084,0.940120481928,0.942740358983,0.939355205227,0.943452042326,14.225737
130,0.0228882145688,0.0244137284882,0.0231169433247,0.939719115931,0.935090361446,0.940120481928,0.943095788164,0.938804486724,0.943439171503,15.724357
140,0.0228193343639,0.0243532139901,0.0230660781734,0.939982680071,0.935843373494,0.940361445783,0.943346602218,0.93947144075,0.943653955606,17.0750118
150,0.0227824937289,0.0243450026215,0.0230458854627,0.940170940171,0.935090361446,0.940240963855,0.94352631766,0.938752309223,0.943559399181,18.3156777
160,0.0227381633032,0.0243691579157,0.0230156958904,0.940622764411,0.935240963855,0.940722891566,0.943980675642,0.938955139125,0.944027303754,19.5026798
170,0.0226737668624,0.0243750345102,0.0229989076925,0.940622764411,0.935692771084,0.940240963855,0.943976695442,0.939372426523,0.943572241183,20.7438055
180,0.0226359804395,0.0243740176818,0.0229563295717,0.940735720471,0.935542168675,0.940963855422,0.944113052123,0.939221811985,0.944305523983,22.0061448
190,0.0225945051402,0.0243749907276,0.0229361228268,0.940472156331,0.935090361446,0.940963855422,0.94387048674,0.938839222364,0.944305523983,23.3289158
200,0.0225486623269,0.024356703029,0.0229181056251,0.940472156331,0.935090361446,0.941084337349,0.943882440635,0.938839222364,0.944450755424,24.5245048
210,0.0225219832058,0.024350168697,0.0229005393111,0.940585112391,0.935391566265,0.94156626506,0.943971026843,0.939123031077,0.944880100011,25.7215339
220,0.0224853024705,0.0243372088672,0.0228897961287,0.940509808351,0.935090361446,0.941325301205,0.943900014203,0.938856575401,0.944690516752,26.9484315
230,0.02245775182,0.0243227348696,0.0228746855238,0.940698068451,0.935090361446,0.941084337349,0.94408350197,0.938856575401,0.944450755424,28.1423415
240,0.0224231770357,0.0242995701061,0.0228608996026,0.941074588652,0.934939759036,0.941084337349,0.944462188154,0.938706015891,0.94443813203,29.341693
250,0.0223966171469,0.0242797416972,0.0228551045034,0.941262848752,0.934939759036,0.941204819277,0.944653374015,0.938723404255,0.944570649705,30.5285412
260,0.0223638653836,0.0242495437072,0.0228277840827,0.941225196732,0.935090361446,0.940843373494,0.944604137833,0.938908575478,0.944210885127,31.7268899
270,0.0223321189179,0.0242276648765,0.0227599898991,0.941601716932,0.934939759036,0.940481927711,0.94495901203,0.938792859167,0.943863636364,32.9176978
280,0.0223151410064,0.0242210732038,0.0227498619891,0.941789977032,0.935090361446,0.940602409639,0.945142289405,0.938943193087,0.943983638223,34.1246673
290,0.0223025117133,0.0242143462435,0.0227476429772,0.941601716932,0.934939759036,0.940481927711,0.944962918278,0.938792859167,0.943863636364,35.3168331
300,0.0222901847458,0.0242209723671,0.0227377897356,0.941639368952,0.935090361446,0.940361445783,0.945000354836,0.938925889188,0.943743607228,36.5168205
310,0.0222778113821,0.0242201902339,0.0227305990894,0.941677020972,0.934789156627,0.940481927711,0.945041688842,0.938642482641,0.943863636364,37.738888
320,0.0222659727742,0.0242137589311,0.0227281338181,0.941526412892,0.934939759036,0.940602409639,0.944903679001,0.938775510204,0.943983638223,38.9226117
330,0.0222542238411,0.0242211176722,0.0227241458883,0.941564064912,0.934789156627,0.940722891566,0.944937202867,0.938642482641,0.944103612815,40.1147568
340,0.0222400668156,0.0242144847191,0.0227165880293,0.941827629052,0.934638554217,0.940722891566,0.945195275088,0.938509492774,0.944103612815,41.3030382
350,0.022230667012,0.0242120288692,0.0227134446506,0.941789977032,0.934789156627,0.940722891566,0.945157857396,0.938659866837,0.944103612815,42.4893284
360,0.022224664392,0.0242151701921,0.0227096993983,0.941789977032,0.934487951807,0.940843373494,0.945157857396,0.938359076095,0.94422356015,43.6879592
370,0.0222174539307,0.0242323154619,0.0227193037233,0.941865281072,0.934337349398,0.941204819277,0.945232690125,0.938243626062,0.944558054988,44.8878082
380,0.0222061137671,0.0242278323476,0.0227144629659,0.941902933092,0.934337349398,0.941204819277,0.945270102508,0.938226126381,0.944558054988,46.1304768
390,0.0221991450227,0.0242248190042,0.022705012607,0.941902933092,0.934186746988,0.941204819277,0.945273984749,0.938093214336,0.944583238701,47.3712164
400,0.0221932911279,0.0242273816211,0.0227076870897,0.941865281072,0.934487951807,0.941445783133,0.94524822695,0.938393995185,0.944822888283,48.6357249
410,0.0221880973688,0.0242272161633,0.0227063656879,0.941789977032,0.934337349398,0.941325301205,0.945173416554,0.938243626062,0.944703077098,49.9177231
420,0.0221848554061,0.0242227088176,0.0227053001248,0.941865281072,0.934789156627,0.941204819277,0.94524434357,0.938659866837,0.944583238701,51.1443766
430,0.0221795712476,0.0242315425073,0.0227066000481,0.941978237132,0.934638554217,0.941445783133,0.94535654764,0.938544321722,0.944810356575,52.4471507
440,0.0221732814743,0.0242261779439,0.0227032453338,0.941902933092,0.934638554217,0.941325301205,0.945285628169,0.938544321722,0.944703077098,53.6929737
450,0.0221638436862,0.0242211406426,0.0226966054432,0.941902933092,0.934337349398,0.941325301205,0.945285628169,0.938261115831,0.944703077098,54.9705785
460,0.0221651758632,0.0242208672696,0.0226973241814,0.941827629052,0.934487951807,0.941204819277,0.945218593767,0.938393995185,0.94459582198,56.6945709
470,0.0221638290595,0.0242179596677,0.02269644266,0.941902933092,0.934638554217,0.941204819277,0.945289508208,0.938544321722,0.94459582198,58.1203169
480,0.0221659220876,0.0242206965696,0.0226981648023,0.941865281072,0.934638554217,0.941325301205,0.94524434357,0.938544321722,0.944703077098,59.36137
490,0.022161028931,0.0242194745741,0.0226975916594,0.941865281072,0.934638554217,0.941204819277,0.945255992058,0.938544321722,0.94459582198,60.920766
500,0.0221610023407,0.0242207539159,0.0226972705402,0.941865281072,0.934638554217,0.941325301205,0.945255992058,0.938544321722,0.944703077098,62.0423072
