,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.2998342037200928,0.049880942901796343,0.0076007843017578125,0.001357465621464479,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.6421146044624746,0.6287666581784229,0.6626995954864807,0.682243985522674,0.6537861046057767,0.6539040119762309,0.018172815242938914,1,0.6567801567801567,0.6532514332514333,0.6602379793869156,0.6424563188392977,0.6588981288981288,0.6543248034311865,0.006386278506751514
1,0.5890218257904053,0.0490172159072812,0.005600452423095703,0.000489882524835892,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.6159848997070093,0.6170528817587642,0.5682918174721453,0.5367326662408629,0.5976225959832516,0.5871696266358638,0.030764651852472572,24,0.6274277524277524,0.6491891891891891,0.5651267306586456,0.5231078869376743,0.5992480205246163,0.5928199159475755,0.044817847650693896
2,0.729998779296875,0.031949216744268046,0.0074002742767333984,0.001355847918588346,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.5000000000000001,0.5624734742381801,0.4999999999999999,0.5,0.5664608615428287,0.5257813184691982,0.03160559964838372,141,0.4999999999999999,0.5654873054873055,0.5,0.5,0.5654496394921926,0.5261873889958996,0.03207287257958924
3,0.8266011714935303,0.06405765315331347,0.007799291610717773,0.0007462645276424874,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.5000000000000001,0.4999999999999999,0.4999999999999999,0.6175147257114469,0.5664608615428287,0.5367539749415922,0.04785833936462512,88,0.4999999999999999,0.5,0.5,0.5833870040253019,0.5657274295572169,0.5298228867165038,0.03694987030014461
4,0.8814010620117188,0.060874791318229954,0.008997344970703125,0.0006332398645849003,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.5000000000000001,0.526186232068585,0.5473280817543114,0.5,0.6302320630189481,0.5407134715688771,0.048118945853135704,76,0.4999999999999999,0.5271253071253071,0.5552156411730881,0.5,0.6243486530720574,0.5413379202740906,0.04626665878296604
5,1.0114004611968994,0.27379378405616916,0.009599018096923827,0.0010208813553704713,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.5000000000000001,0.4999999999999999,0.4999999999999999,0.5,0.5664608615428287,0.5132773096485114,0.026573191127685962,182,0.4999999999999999,0.5,0.5,0.5,0.5653182642544344,0.5130636528508868,0.026127305701773785
6,1.1016005039215089,0.18756443682257246,0.010999631881713868,0.0010960630863006532,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.5000000000000001,0.4999999999999999,0.5942800369029877,0.5,0.5,0.5188349235109956,0.0376961926461621,156,0.4999999999999999,0.5,0.5773256071128413,0.5,0.5,0.5154651214225682,0.030930242845136534
7,1.0961997509002686,0.09967054669249437,0.011399364471435547,0.0013568746128034982,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.5000000000000001,0.4999999999999999,0.4999999999999999,0.5,0.5,0.5,8.602955246950276e-17,236,0.4999999999999999,0.5,0.5,0.5,0.5,0.5,4.965068306494546e-17
8,1.406998872756958,0.16143028052978975,0.013599729537963868,0.0018554915868693326,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.5000000000000001,0.5418682624564978,0.5408345752608047,0.49541551344830026,0.5,0.5156218056232649,0.021074373698357626,173,0.4999999999999999,0.5463390663390664,0.5515782722165701,0.496091918432344,0.5,0.518801851397596,0.02471983922146754
9,2.204799747467041,0.455088722514512,0.016399526596069337,0.0025753752986994957,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.525045075501465,0.4999999999999999,0.4999999999999999,0.5,0.5,0.5050220837196377,0.010027818359242236,230,0.5662951912951913,0.5,0.5,0.5,0.5,0.5132590382590383,0.026518076518076538
10,2.434199810028076,0.20845758793588023,0.020199918746948244,0.0026370900585506334,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.5562598602659455,0.5706858500976147,0.5356184798807749,0.5692782627208857,0.49501809665744084,0.5453896608901886,0.028137866096083784,69,0.5646133146133147,0.5505323505323506,0.5370155261644624,0.5601756093245456,0.5202176317069934,0.5465108864683333,0.016199332343924157
11,3.659400796890259,0.7768716352787761,0.029797887802124022,0.002640162889963468,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",0.5241576515663738,0.4999999999999999,0.5616563764104746,0.5,0.5,0.5171616229216263,0.024123707493270172,169,0.5454984204984205,0.5,0.5535095324457027,0.5,0.5,0.5198015905888246,0.024383852776670274
