,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.3849978446960449,0.0691024678180059,0.003599262237548828,0.0017446099214563674,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.6471574261888665,0.7035268652915712,0.6782343339720389,0.7128663686040735,0.6400042580370449,0.6763462097800358,0.029149953968334356,234,0.6964285714285715,0.6597379197379196,0.6718078471269961,0.6716123324633962,0.6866501526075995,0.6772473646728965,0.012839421440346914
1,0.48779854774475095,0.09050326026470548,0.004001140594482422,0.0012640661490238726,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.6481293666892045,0.7174051438757321,0.6709601873536298,0.7036832020438577,0.6404016748279042,0.6761104420293962,0.030169851168002623,236,0.7010793260793261,0.6698935298935299,0.6786844782589464,0.6672318308488522,0.6868226655460699,0.6807423661253449,0.01228843923961273
2,0.5956002712249756,0.17099878923971287,0.003401041030883789,0.0018558802055825855,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.6390579220193825,0.7297767591885239,0.6530551415797317,0.6980980767866013,0.6445390674898871,0.6729013592805065,0.03526104304142758,243,0.6988270738270739,0.6798361998361999,0.6815185561994073,0.6432795151944088,0.700024328747733,0.6806971347609645,0.02051209064963745
3,0.7969979763031005,0.20998931677748123,0.0058001518249511715,0.005599904424523149,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.6310992787919766,0.7201001612766318,0.6943084238166205,0.744219714711518,0.6836917181179475,0.6946459343115678,0.038136334402451774,159,0.6767579267579268,0.7095659295659296,0.7016087937364534,0.7035453620560004,0.7189021099659398,0.7020760244164499,0.014018553140183902
4,0.7014072418212891,0.1376280868762964,0.006000518798828125,0.0060649176214721675,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.6979096236195629,0.7372464137170021,0.7011354765453126,0.7418636008799943,0.6808104463842168,0.711792249882691,0.023736643807680237,70,0.7216128466128466,0.7004586404586405,0.7075206794355731,0.7073702835404964,0.7148666342283364,0.7103658168551786,0.0072384142783391775
5,0.7434359073638916,0.10074850146473062,0.0039999961853027345,0.0006326370466230018,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.6305499211178724,0.7373312961548256,0.703172237598467,0.7453977716272798,0.6815272159534455,0.6995582841194945,0.04156718363051799,128,0.6672955422955422,0.6817690417690417,0.702711991860928,0.7018224443756358,0.7088795505816784,0.6924957141765653,0.015555709466631241
6,0.8674182891845703,0.16070639357512023,0.004193162918090821,0.001462012794232727,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.7028115844038766,0.7118029029793737,0.7003548364204102,0.7426442410048967,0.6433468171173089,0.7001983566097842,0.0321551217241135,126,0.7216128466128467,0.7157575757575757,0.7158875569513868,0.688237713982395,0.6655690715265185,0.7014129529661446,0.021362063691661465
7,1.15059814453125,0.17823006442390193,0.0034005165100097655,0.0010198517560634226,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.6655820374126662,0.7461166284695697,0.7268398268398268,0.7606131573344689,0.7099992903271591,0.7217973107524984,0.032953583718217425,26,0.7098104598104599,0.7401638001638001,0.7300548502676163,0.7236546202503651,0.7341195205024993,0.7275606501989481,0.010376950722295128
8,1.2650081634521484,0.2581098702649582,0.003999757766723633,0.0010950181608829165,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.704727293216137,0.7428062133944487,0.7328223688879426,0.7649421616634732,0.711702505145128,0.7313844768827612,0.021711213033432195,6,0.7206768456768456,0.7307125307125306,0.7310036714292033,0.7081103198124475,0.7504410138452693,0.7281888762952593,0.013921412020724758
9,1.327433967590332,0.3697226962314472,0.010800409317016601,0.010185995097950897,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.6642579445571333,0.7395806807571513,0.7176566602796111,0.7766233766233765,0.696550989993613,0.718900868488597,0.038079600695518294,37,0.7076898326898328,0.7292874692874692,0.730257442385102,0.7384929446631575,0.7196001238554431,0.7250655625762009,0.010553309541866345
10,1.579824733734131,0.5203984868792634,0.004599571228027344,0.000800908315817525,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.7160947712418301,0.7083439436380613,0.698367752466113,0.7368036335249449,0.7099850968703428,0.7139185834794837,0.012774981770040956,56,0.736106236106236,0.7033251433251433,0.7090940859025966,0.6883129119299332,0.7328738886185695,0.7139424531764957,0.018125892197988762
