,0,1,2,3,4,5,6,7,8,9
2,0.9048328477968949,0.8326234407915944,0.5139984604840165,0.6956014892467115,0.8091916194770542,0.6993706133408722,0.6737953985613045,0.7837692320225985,0.41295517682898103,0.4948808173184293
3,0.9344390048192324,0.9093384752862177,0.5660255254011204,0.7859704261877701,0.8162397688661174,0.7541402259680435,0.8191840827027921,0.8683841511497701,0.49111260807314205,0.49736791558948557
4,0.9442690514531807,0.8783465347002504,0.798215652150114,0.9085103880964251,0.9182081730924865,0.8329513424651499,0.8018549650480215,0.9315446546620507,0.6392711934948272,0.7116879891320147
5,0.9527385258945706,0.9247233547141772,0.9208684059240729,0.9385350889438834,0.9293532911719617,0.9442698634985411,0.8913453610096888,0.9524849448218718,0.6420889079938317,0.6984745379121263
6,0.932572552940979,0.9057368125716317,0.9207459924929635,0.9216901703196965,0.9297252409527983,0.9504132794619805,0.860883567617689,0.9454063255322717,0.6002059411459881,0.9343548106955561
7,0.9567180563897475,0.9257142851126892,0.929897943519644,0.9274614342432762,0.9282175792164988,0.9116655909641106,0.9215225309570875,0.9590936636484988,0.8985497608117469,0.9571616768660902
8,0.9387852722369889,0.9204236300637006,0.9162795037092489,0.9263007512435258,0.9535342577504091,0.9227163740447202,0.9402375105268671,0.9459192454454979,0.9056499345168446,0.9564720698488153
9,0.9533015608026999,0.9625132571938605,0.9219607414595989,0.9539260797686567,0.9611079139559878,0.9342952914164784,0.9074723178155475,0.9589097995951996,0.9507318729325277,0.9662859290012477
10,0.9396118271628167,0.9278010064009787,0.9195243324583995,0.9647160481055306,0.9522452551064546,0.9492827489128849,0.947121818469946,0.9413956171523247,0.9312082384523912,0.9769092694830467
15,0.9732751501667387,0.9575019470748556,0.9582779877553744,0.971678854351601,0.9650199375403063,0.9855265372493345,0.9802006294327157,0.9564832567247777,0.9479745337138584,0.9729212152682967
20,0.9711450140480227,0.9765067768984622,0.9697512421942043,0.9661295869159937,0.9783902415195443,0.9885705357886783,0.9865574259413141,0.9781146551502383,0.9639776065729863,0.9697486621251232
25,0.9829822022489153,0.9848322321694658,0.9847550084013734,0.9891599631849096,0.9925906270882453,0.9780112110403639,0.9761725736985153,0.9828881648094014,0.9897174405206235,0.9806797417100194
30,0.9835092552579509,0.9895227808622582,0.979515104873355,0.9924221709236916,0.9792722782787705,0.9851356853994179,0.9880219206213355,0.9791273724497326,0.9763874377855285,0.9790448394259387
35,0.9763685819788804,0.9901545798741744,0.9846051597716947,0.9840533848731781,0.9842610428628881,0.989952939733954,0.9817373165112552,0.9808934129840204,0.9865804962424655,0.9873336354249732
40,0.9749822529259307,0.9927076332554479,0.9902182053111219,0.9878313968366821,0.9879183884961634,0.991858875963023,0.9857975113924368,0.9854424135927399,0.9916117497798458,0.9893817633416593
45,0.9799588770679738,0.9848943644969474,0.988747876168041,0.9947243490232752,0.9887155334219621,0.9882362173460274,0.9840457415497781,0.9900466723649753,0.9913307091805893,0.9906461061627052
50,0.9814311082966337,0.9916313596412053,0.9917203677491968,0.9888698183666097,0.9881860219034299,0.9879669586485867,0.9757998469235989,0.9728254869857635,0.9923179389390215,0.9957553183445459
55,0.9906180161172663,0.9928178892664159,0.9863956231372293,0.9843578452041117,0.9863813026099608,0.993699731900354,0.9890216588260554,0.9825224799061735,0.9930426303271722,0.9950854989079208
60,0.9868500682508977,0.9907319212079543,0.9837262847452141,0.9892857085804322,0.9918605374549149,0.99566826837322,0.9856731592713646,0.9921278037857705,0.9951916198130359,0.994348412699449
