,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.8926189422607422,0.2023155521731431,0.0071963310241699215,0.0013238346868838572,relu,1.0,"(50, 5)",0.05,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (50, 5), 'NN__learning_rate_init': 0.05}",0.9169191483849586,0.9175991584201632,0.9119604401263418,0.9193130070752553,0.9258666669526028,0.9183313423955392,0.0044912679499707715,1,0.9208226953471955,0.917980325215272,0.9138662328438197,0.918929347489305,0.9184592847714752,0.9180115771334135,0.0022860440122116697
