,0,1,2,3,4,5,6,7,8,9
2,0.9728127205176834,0.9735996041814419,0.9729631226151735,0.9735848020589885,0.9735771621119486,0.973089686319118,0.9730879578914718,0.9735951584627477,0.9734717406316701,0.9740399197307515
3,0.9699779403707532,0.9696208296607416,0.9705452681375292,0.9700717360641932,0.9705155912457241,0.9701369129429366,0.970031664493089,0.970782441346285,0.9699642725360005,0.9705872418468672
4,0.966228138365878,0.96695101376588,0.9664974104250565,0.9664171160117946,0.9666199169876942,0.9670953396871345,0.9667745218029884,0.9677520673805908,0.9666602740970902,0.9674007786188108
5,0.9641249462275311,0.9635179670882743,0.9634090759905872,0.9638977644034811,0.9631290607163173,0.9631023517057539,0.9632548487271725,0.9642074544184892,0.9635054584567925,0.9640723435477336
6,0.9597413982093894,0.9606976000042355,0.9606732408621382,0.9605977923355874,0.9598935269739949,0.9602720290274239,0.9602226315935313,0.9612486486467041,0.960714449196768,0.9606215831385777
7,0.9570211631958327,0.9569477311860186,0.9574887163658785,0.957393412282212,0.9572821028663352,0.956435845974197,0.957389814457521,0.9579197599634827,0.9575874499523618,0.9571359116076602
8,0.9533549708432992,0.9539531150232535,0.9540173672915349,0.9538231117595685,0.9534054170152398,0.953960244850995,0.953827685758714,0.9550910196048339,0.9541817966677294,0.9529329137933641
9,0.9500534545935612,0.9496993055210385,0.9507724721136784,0.9506016129506952,0.9504203357868595,0.9503419771151371,0.9509715900685306,0.9512410333311331,0.9500419090061819,0.9498179235736853
10,0.9466531718548248,0.9474084804918907,0.9479112719947506,0.9469231055739838,0.9467436358543829,0.9463473556492744,0.9470364888869603,0.9479623118626729,0.9473001429644824,0.9478983320164082
15,0.9311416592132439,0.9304368979735338,0.9300344284313702,0.9311047543579126,0.9305249261660762,0.9298558588280063,0.9306278431247647,0.9324891805640335,0.9303213211853056,0.9310236355877315
20,0.9145163302389109,0.9143028142702446,0.9152308660100128,0.9128379546402495,0.9143977529264996,0.9134555531091537,0.9143081027280042,0.9153034462035188,0.913940229658618,0.9136788171097455
25,0.8989607033223438,0.8985963988241717,0.8968244440559544,0.8975821427228047,0.8967341873683427,0.8976802819300076,0.8974317177413345,0.8999537953110723,0.8973030612439005,0.8980823246648229
30,0.8812874414804036,0.8819749568635441,0.881975931551704,0.8808932912325181,0.8802972342985322,0.8802055737555698,0.8807782079463826,0.8828849096583339,0.8810774011383884,0.8807460232537339
35,0.8637428405047427,0.8652329862970753,0.8650501346824927,0.8649794516214424,0.8653844509996634,0.8631912348923604,0.8656542798908209,0.8651524588687538,0.8639410212390267,0.8654518881422393
40,0.8473106850776482,0.8483038733232832,0.8479189799996801,0.849888705768918,0.847691877619927,0.8495745214457943,0.8489773949611324,0.8487261675301615,0.8494622676727218,0.8485521052170487
45,0.8305587477055282,0.8324036573969418,0.8322858628049322,0.8323815653639314,0.8328843470996957,0.8320235170120492,0.831720251656723,0.8329519858063514,0.8317780303986412,0.833131600479704
50,0.8151222482824345,0.8168984001934116,0.8144507706664259,0.8166847125417307,0.8158966047824308,0.8153840522791038,0.8151289231132821,0.8191023140774671,0.8147157678891015,0.8156593533603433
55,0.7993593137227515,0.8016281148972277,0.7994925277892999,0.800138583944254,0.7997187124163108,0.7974695581272322,0.7996474769984014,0.8019388566205273,0.8007792116745897,0.7997748893731007
60,0.784234279841002,0.7832808945910001,0.7833387227036417,0.7828025619613798,0.7835304320548434,0.7821876102175448,0.7832899799196876,0.7840184690982069,0.782333464578397,0.7818553169015929
