,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.255007266998291,0.09091893954451506,0.005799627304077149,0.0007489910247914604,relu,0.31622776601683794,"(149,)",0.002,"{'NN__activation': 'relu', 'NN__alpha': 0.31622776601683794, 'NN__hidden_layer_sizes': (149,), 'NN__learning_rate_init': 0.002}",0.5714740022261089,0.653687943752722,0.5707951070336392,0.5690366972477064,0.5603489018626634,0.5850972340683498,0.034559458997678864,1,0.5989326051072709,0.6665992811732016,0.5711680729499716,0.5761121595416713,0.6192932018376128,0.6064210641219455,0.03465426334141612
