,0,1,2,3,4,5,6,7,8,9
2,0.1902056211748084,0.25305462802436196,0.20742595990831578,0.1739489271912497,0.2862618481933055,0.19863478952335376,0.1737476690582309,0.2116650072669074,0.20625641176930654,0.21847963590890843
3,0.27454031767232584,0.31564327970401557,0.25857437124094634,0.22934012725276803,0.3305005380771874,0.27139021977096456,0.2753616173116615,0.24144770683114816,0.2194257743208123,0.23432600035680917
4,0.31323295141193574,0.3514738325843943,0.2937293409225212,0.29652992070823797,0.32815337296653396,0.3196522352149968,0.3051700904631627,0.24450127839351338,0.2409296161132375,0.33396883166260094
5,0.3335472670948568,0.4103732962432946,0.3255742516356131,0.33361542139408956,0.3636117523851444,0.36093430187268855,0.3140250046276189,0.2996002368278835,0.28515321025498763,0.3589777160692932
6,0.3872889663286908,0.4156201326034846,0.3698062118904683,0.3711100023167434,0.39004669680128856,0.39655118567138775,0.33814582469138166,0.3614752998807592,0.32510782334987415,0.36369660267290604
7,0.44802183173024246,0.4425718899846736,0.40617703747974665,0.380767231184887,0.40926844327925094,0.4378903119541677,0.4248249144474574,0.3683308236328589,0.35725327460734324,0.3969891376738009
8,0.483132258531514,0.44680854394865716,0.43922040551134106,0.4093925975549081,0.4297216831237896,0.46021006588169106,0.41165004923312065,0.3633522922949375,0.40224917215048844,0.4285438966122616
9,0.5010293359396142,0.5085418655254458,0.44752402894252574,0.4353462602797559,0.4845449875921426,0.48677240550613976,0.45438487337639033,0.4185095704035257,0.45375742175411243,0.4508942968046723
10,0.5270730614408135,0.5106291625971453,0.46778233991232515,0.4345125337523266,0.5300262994728849,0.5074705834312221,0.4839181226763137,0.4367182150489734,0.48234280463310997,0.5086664960246807
15,0.5774108691207747,0.5994668189083998,0.5815642583929368,0.581159218669404,0.6526078063523505,0.5588618557329119,0.5897196766616839,0.5751057021647966,0.5628410989164501,0.5693834423420492
20,0.6707451286000744,0.6759285010429018,0.6407480604794038,0.6469517859648803,0.7043982623805475,0.6254531509947945,0.6525451680513338,0.6681048310820322,0.6402861056385662,0.62810092157428
25,0.7084461820928925,0.6991646374137644,0.7071033146845018,0.6872310951418656,0.7682034502950782,0.6935728897827909,0.724338577285466,0.6975488301465491,0.6679525084416441,0.6929461264033472
30,0.7288952784771169,0.7501370263143663,0.7397292307046436,0.7438115329909809,0.8033851994943547,0.722929028580569,0.7561121917048321,0.7409787120640023,0.7136791642829537,0.7113950993406372
35,0.7659715913401595,0.7920267469153677,0.7665977192872538,0.7694104688411412,0.8234512294800633,0.7504046232046295,0.7620791185117299,0.7759995175047356,0.7453867554348561,0.7369379027594605
40,0.7896131927764474,0.820552999684823,0.7892703176224112,0.7970676757198428,0.846521644727639,0.7974399038017957,0.7866532193109694,0.7819746773819967,0.7794957323330334,0.7762272366703944
45,0.8098251486354039,0.8298754527067919,0.8023080341886055,0.8187466404034051,0.8498985263038884,0.8201183605943266,0.8084443435234946,0.7939764516702856,0.8121491396124869,0.8049439489929451
50,0.8328552439201006,0.841235245820706,0.8173639781935013,0.8270315978562928,0.8614787992653975,0.8409248197992731,0.8187988761847642,0.7988126886086855,0.8293558238453638,0.8336776403223349
55,0.842690453092607,0.8458460810748577,0.8223250818442515,0.8465023647492369,0.8643468945586654,0.8536615000588318,0.8353162150210867,0.8245815378660154,0.8364692334034978,0.8438642482269342
60,0.8497938013870828,0.8511688979467525,0.8301014710210898,0.8512335622528864,0.8710588697154161,0.8606048276613885,0.8540910670243935,0.8460835415377228,0.8481859010807873,0.8530125736328041
