1,5.218015628707687
2,3.751630491639305
3,3.3106425873592813
4,2.866306786673883
5,2.7221504650952273
6,2.4596291736453866
7,2.349573577794801
8,2.2575167314521254
9,2.0826299780734083
10,1.9488211324521836
11,1.891586821635013
12,1.866768815463367
13,1.829246485551661
14,1.7858339815992046
15,1.7460063190362725
16,1.6779908549166653
17,1.6499406050466452
18,1.6307261608670864
19,1.5423139193659103
20,1.508487349225271
21,1.456603274591812
22,1.4244038169977613
23,1.418309058906789
24,1.3876866833363448
25,1.3666979650847497
26,1.3351870049722598
27,1.310249849114086
28,1.2926382270144432
29,1.2811591443166115
30,1.2650409945097718
31,1.2555764922813846
32,1.231457160728583
33,1.2041731041228931
34,1.183945379078224
35,1.1743885424679796
36,1.1623621502810413
37,1.1508092840169084
38,1.1440833930212009
39,1.1313967411112391
40,1.1157653746705085
41,1.113571449230189
42,1.1082534256559857
43,1.0783729328990819
44,1.0679357150380298
45,1.056508443880786
46,1.0504477977829279
47,1.04552886706392
48,1.0435106050719234
49,1.0373472540439075
50,1.031582551384196
51,1.0299959856305694
52,1.0234576235008035
53,1.0169159113160864
54,1.0128751617371572
55,1.0126373558224937
56,1.011465284660452
57,1.0112140559000935
58,1.0109997933484662
59,1.0102323410614156
60,1.00976689508321
61,1.0097166313300867
62,1.009116024182151
63,1.0086071405129238
64,1.007986734609504
65,1.0079508911908626
66,1.0076057560606377
67,1.0072907033290532
68,1.0070703694659755
69,1.006855816301384
70,1.0065868657368067
71,1.0064486152877932
72,1.0063421859265314
73,1.0062913619785578
74,1.0059958919514738
75,1.0059333872925174
76,1.005830507962256
77,1.0057349010993357
78,1.0054405657026133
79,1.0054327200165358
80,1.0053332023317099
81,1.0051640339602295
82,1.00499369747192
83,1.0049375525315385
84,1.0048726006708766
85,1.0047476276866463
86,1.0046611713138098
87,1.004623766421777
88,1.0044930578900428
89,1.0044891400038405
90,1.004396408594332
91,1.0043329787006403
92,1.0042607575820603
93,1.0042255628171681
94,1.004208671265255
95,1.0041931981373795
96,1.0041201769088264
97,1.0040852343000446
98,1.0040032434906339
99,1.0039625906289267
100,1.0039024457227115
101,1.0038964218018078
102,1.0038310296379642
103,1.003796457862728
104,1.0037751794761158
105,1.0037185476822241
106,1.0036887290632357
107,1.0036476234205693
108,1.003614667169729
109,1.0035599831904856
110,1.003519389544866
111,1.003493360272998
112,1.0034558692829447
113,1.00342793095458
114,1.0033614900188876
115,1.0033510341407823
116,1.0032949290041284
117,1.0032677742400746
118,1.0032156069562266
119,1.0031843452463105
120,1.003151490840972
121,1.0031112911651392
122,1.0030842713553738
123,1.0030725344673521
124,1.0030527389501562
125,1.0030235953404263
126,1.0030157254485892
127,1.0030029014131305
128,1.0029727596875646
129,1.0029387707254194
130,1.0029189873423758
131,1.0028880747056945
132,1.0028763706737323
133,1.0028624982491243
134,1.0028156337057925
135,1.0027925543802632
136,1.0027766103539884
137,1.0027621361291323
138,1.002744332979553
139,1.0027144667718422
140,1.0026988032597304
141,1.002675822748521
142,1.0026512161157697
143,1.0026239527466614
144,1.0026062503038526
145,1.0025783419977436
