,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.9636282920837402,0.06700894502419939,0.005801248550415039,0.0009803095935267418,relu,0.31622776601683794,"(149,)",0.002,"{'NN__activation': 'relu', 'NN__alpha': 0.31622776601683794, 'NN__hidden_layer_sizes': (149,), 'NN__learning_rate_init': 0.002}",0.7177231466950574,0.7262853705918545,0.742938559911037,0.7453155407283848,0.6966638865721435,0.7257813561503409,0.017818429076529488,1,0.7963193204765859,0.7408525277151762,0.7517268777737921,0.7700271898768396,0.7319947214553948,0.7581841274595577,0.02290203695709307
