,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.7361600875854493,0.08639214111033099,0.006799840927124023,0.00074722003980038,relu,1.0,"(50, 5)",0.05,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (50, 5), 'NN__learning_rate_init': 0.05}",0.7664658599633685,0.7786708983850466,0.7656861018206323,0.7574209999716446,0.7830364242331963,0.7702559282814571,0.009317693523818572,1,0.7717988707251735,0.7767760990678795,0.7718024566569839,0.7623490742313889,0.774373263666292,0.7714199528695436,0.004898593143280869
