,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.9643177032470703,0.08343136167527197,0.010706186294555664,0.005248428682867384,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.5882320407613014,0.5858918608750957,0.6098901862663331,0.5923686405337781,0.6039963858771199,0.5960664187187042,0.00930088610971893,369,0.6013164030896103,0.5873122948881739,0.6103117911179735,0.5884728092566887,0.5976743037467961,0.5970175204198485,0.008518836557000685
1,2.5816418647766115,0.7714919953184757,0.014000606536865235,0.011011273847310946,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 35}",0.733060485181165,0.6980925978416418,0.756658326383097,0.7233249930497637,0.7141923825410065,0.7250558569310114,0.01954936450263815,291,0.8028102353648036,0.7452318617700839,0.7808875441250629,0.7577406234782593,0.7551741347848464,0.7683688799046113,0.020810125715127383
2,2.7925047874450684,1.0068086947393267,0.017599821090698242,0.012059325442601982,0.1,"(50, 50)",68,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 68}",0.6918187034642956,0.7599742822180894,0.7375729774812345,0.7370030581039756,0.7402766194050598,0.7333213736897805,0.022434702369516973,240,0.7545954809784199,0.8037548614078506,0.7753278295061286,0.7752143217347452,0.7978855495075841,0.7813556086269455,0.017692481048441688
3,5.527436828613281,1.1654063706846551,0.021400928497314453,0.019825721954539573,0.1,"(50, 50)",101,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 101}",0.7376820812045876,0.7292166446590664,0.7509660828468169,0.7748401445649152,0.7860230747845427,0.7557223440129455,0.021607849266859276,113,0.8042359591262155,0.8034895852538559,0.8203895482737287,0.8538349163768318,0.8670022510930537,0.8297904520247371,0.02606146176796644
4,5.305358600616455,1.1694761591057634,0.01699995994567871,0.008672896975355263,0.1,"(50, 50)",134,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 134}",0.7434478419877355,0.764550941256991,0.7847928829580205,0.7612037809285517,0.7676744509313319,0.7643231975697613,0.013236502950574982,58,0.8465610623192902,0.8271655362244024,0.8595514623440135,0.8543374698684524,0.8421423162170546,0.8459515693946426,0.01116312992543325
5,5.531665992736817,1.1379195189668636,0.020400285720825195,0.011376715453992783,0.1,"(50, 50)",167,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 167}",0.7445470697629399,0.7242286393772425,0.763087294968029,0.7612454823463999,0.7450722824576037,0.7476223318740316,0.014059882356609214,153,0.8528047042593848,0.7844087899025873,0.8324980547713988,0.8268248323810812,0.8009870843752653,0.8195046931379435,0.02410778664231906
6,9.198906326293946,3.0659466262385493,0.03400101661682129,0.025682015300069055,0.1,"(50, 50)",200,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 200}",0.7433579680186936,0.7335167684086084,0.7252502085070893,0.7597303308312482,0.7606338615512928,0.7444915046055358,0.014028861942346224,164,0.8427372247732788,0.7915827420834698,0.7862098455427836,0.8139438665079292,0.8149810329380489,0.8098909423691021,0.02008580607516859
7,10.235478258132934,0.9020231526401218,0.01759958267211914,0.005461953074350671,0.1,"(50, 50)",233,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 233}",0.7466556513443071,0.7705033633604567,0.7790589380038921,0.7597303308312482,0.767924659438421,0.7647681252871169,0.010962116659298665,52,0.8441061191378416,0.839450880530292,0.8592434317125115,0.8388952141311109,0.8524030721614825,0.8468197435346477,0.007873800252831504
8,2.6873382568359374,0.26887113947862634,0.015401506423950195,0.0030065686321351106,0.1,"(50, 50)",266,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 266}",0.7396040014656368,0.7709147096033792,0.7604670558798999,0.7734500973033084,0.7780789546844595,0.7644933199602603,0.013729219655773147,56,0.8329456498398149,0.8453548475258605,0.8420885949817434,0.8603187228902718,0.8682504033425006,0.8497916437160382,0.012762090994832699
9,3.0932247638702393,1.015232240923304,0.0243985652923584,0.02034327632790088,0.1,"(50, 50)",299,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 299}",0.7693142616162104,0.7701369541020552,0.7938837920489298,0.7419168751737558,0.7822143452877398,0.7714914014748602,0.017297875180211034,31,0.895324372219535,0.9221803834465944,0.8717678445480744,0.817472138607719,0.8467458794946044,0.8706981236633053,0.03650954663912754
10,1.5488353729248048,0.3104863129200917,0.014999198913574218,0.01104594632190521,0.1,"(50, 50)",18,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 18}",0.6862326906192313,0.6982274087952047,0.7296705587989992,0.6918334723380596,0.6879413400055604,0.6987742594276299,0.015979837244957988,342,0.7356986219955793,0.7346657151719307,0.7376787747399285,0.7097394000204487,0.7170173276978025,0.726959967925138,0.011366965195489432
