iterations,fitness,time,fevals
0,513.0,4.21000000017e-05,11
10,513.0,0.000128699999998,21
20,511.0,0.000196099999997,31
30,509.0,0.000263500000003,41
40,505.0,0.000316200000007,51
50,503.0,0.000409100000013,61
60,503.0,0.000479000000013,71
70,509.0,0.000541100000014,81
80,511.0,0.000605400000019,91
90,513.0,0.000654400000023,101
100,513.0,0.000722400000029,111
110,513.0,0.000789200000028,121
120,513.0,0.000857400000029,131
130,515.0,0.00092430000003,141
140,519.0,0.00099180000003,151
150,523.0,0.00106200000003,161
160,525.0,0.00113240000003,171
170,525.0,0.00120760000004,181
180,529.0,0.00127250000003,191
190,535.0,0.00132150000004,201
200,535.0,0.00138700000004,211
210,537.0,0.00149300000005,221
220,537.0,0.00156160000005,231
230,539.0,0.00162970000005,241
240,539.0,0.00169620000005,251
250,541.0,0.00176630000005,261
260,541.0,0.00185050000005,271
270,541.0,0.00192020000005,281
280,543.0,0.00199210000005,291
290,545.0,0.00205960000005,301
300,547.0,0.00212390000005,311
310,551.0,0.00219800000005,321
320,551.0,0.00228700000005,331
330,555.0,0.00235280000005,341
340,559.0,0.00241860000005,351
350,559.0,0.00249140000005,361
360,559.0,0.00256470000004,371
370,559.0,0.00263320000005,381
380,565.0,0.00268170000005,391
390,571.0,0.00276590000005,401
400,575.0,0.00283340000005,411
410,577.0,0.00289790000004,421
420,579.0,0.00297140000004,431
430,583.0,0.00303780000004,441
440,583.0,0.00308510000005,451
450,583.0,0.00315320000005,461
460,585.0,0.00321990000005,471
470,587.0,0.00330650000005,481
480,589.0,0.00337780000005,491
490,591.0,0.00344460000004,501
500,591.0,0.00350960000004,511
510,593.0,0.00357650000004,521
520,593.0,0.00364830000004,531
530,595.0,0.00371320000004,541
540,597.0,0.00377480000004,551
550,599.0,0.00384570000003,561
560,601.0,0.00390930000003,571
570,605.0,0.00399670000004,581
580,605.0,0.00406190000004,591
590,607.0,0.00412560000004,601
600,607.0,0.00417640000004,611
610,611.0,0.00424000000005,621
620,613.0,0.00429860000005,631
630,617.0,0.00435970000004,641
640,617.0,0.00441890000005,651
650,621.0,0.00447560000005,661
660,623.0,0.00453660000004,671
670,625.0,0.00460120000005,681
680,625.0,0.00469720000005,691
690,627.0,0.00476000000005,701
700,631.0,0.00483180000004,711
710,631.0,0.00492100000004,721
720,631.0,0.00498430000004,731
730,632.0,0.00506120000004,741
740,632.0,0.00516090000004,751
750,634.0,0.00523650000003,761
760,634.0,0.00530200000003,771
770,634.0,0.00534550000003,781
780,634.0,0.00541590000002,791
790,636.0,0.00548910000002,801
800,636.0,0.00555400000002,811
810,642.0,0.00561540000002,821
820,642.0,0.00568610000002,831
830,644.0,0.00576670000002,841
840,644.0,0.00584570000002,851
850,648.0,0.00590810000002,861
860,648.0,0.00597160000002,871
870,650.0,0.00605880000002,881
880,652.0,0.00611390000002,891
890,654.0,0.00617530000002,901
900,654.0,0.00624980000002,911
910,656.0,0.00631190000002,921
920,656.0,0.00637590000002,931
930,658.0,0.00643820000001,941
940,658.0,0.00650980000001,951
950,664.0,0.00657440000001,961
960,668.0,0.00663480000001,971
970,668.0,0.00668450000001,981
980,668.0,0.00675,991
990,668.0,0.0068247,1001
1000,670.0,0.006895,1011
1010,672.0,0.0069534,1021
1020,676.0,0.0070124,1031
1030,676.0,0.0070723,1041
1040,676.0,0.0071529,1051
1050,676.0,0.007219,1061
1060,676.0,0.0073062,1071
1070,678.0,0.0073674,1081
1080,682.0,0.0074336,1091
1090,684.0,0.0075772,1101
1100,684.0,0.0076351,1111
1110,688.0,0.0076947,1121
1120,690.0,0.00775520000001,1131
1130,692.0,0.00781070000001,1141
1140,692.0,0.00786460000001,1151
1150,692.0,0.00792390000001,1161
1160,696.0,0.00796750000001,1171
1170,698.0,0.00802320000001,1181
1180,698.0,0.00807540000001,1191
1190,698.0,0.00814180000001,1201
1200,700.0,0.00822310000001,1211
1210,700.0,0.00828210000001,1221
1220,704.0,0.00834240000001,1231
1230,704.0,0.00839990000001,1241
1240,704.0,0.00845940000001,1251
1250,704.0,0.00856890000001,1261
1260,704.0,0.00862640000002,1271
1270,706.0,0.00868660000002,1281
1280,708.0,0.00874280000001,1291
1290,708.0,0.00880970000001,1301
1300,710.0,0.00890410000001,1311
1310,710.0,0.00896850000001,1321
1320,710.0,0.00905550000001,1331
1330,712.0,0.00911480000001,1341
1340,712.0,0.00918910000001,1351
1350,712.0,0.00924550000001,1361
1360,712.0,0.00928800000001,1371
1370,714.0,0.00934770000001,1381
1380,714.0,0.00943200000002,1391
1390,714.0,0.00949060000002,1401
1400,716.0,0.00956870000002,1411
1410,716.0,0.00961000000002,1421
1420,716.0,0.00966940000002,1431
1430,718.0,0.00973390000002,1441
1440,718.0,0.00977440000003,1451
1450,718.0,0.00982960000002,1461
1460,718.0,0.00990950000002,1471
1470,718.0,0.00997730000002,1481
1480,718.0,0.0100356,1491
1490,720.0,0.0100972,1501
1500,720.0,0.0101627,1511
1510,720.0,0.0102418,1521
1520,720.0,0.0102854,1531
1530,722.0,0.010346,1541
1540,722.0,0.0104046,1551
1550,722.0,0.0104701,1561
1560,722.0,0.0105529,1571
1570,722.0,0.0106065,1581
1580,722.0,0.0106813,1591
1590,724.0,0.0107447,1601
1600,726.0,0.0108216,1611
1610,726.0,0.0109015,1621
1620,726.0,0.0109438,1631
1630,726.0,0.0110077,1641
1640,726.0,0.0110648,1651
1650,726.0,0.0111454,1661
1660,726.0,0.0112135,1671
1670,726.0,0.0112647,1681
1680,728.0,0.0113358,1691
1690,728.0,0.0114098,1701
1700,728.0,0.0114801,1711
